
> client@0.1.0 dev
> next dev

▲ Next.js 16.2.9 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://100.67.68.102:3000
- Environments: .env.local
✓ Ready in 1925ms
⚠ Slow filesystem detected. The benchmark took 210ms. If D:\PROJECT\APLIKASI HABITAT\V2\habitat-saas\client\.next/dev is a network drive, consider moving it to a local folder.
 GET /api/sponsor/packages 200 in 562ms (next.js: 1781µs, application-code: 560ms)
 POST /api/sponsor/benefits 201 in 202ms (next.js: 6ms, application-code: 196ms)
 GET /api/sponsor/benefits 200 in 192ms (next.js: 1619µs, application-code: 190ms)
 POST /api/sponsor/benefits 201 in 197ms (next.js: 6ms, application-code: 192ms)
 GET /api/sponsor/benefits 200 in 191ms (next.js: 1541µs, application-code: 189ms)
 POST /api/sponsor/benefits 201 in 197ms (next.js: 6ms, application-code: 192ms)
 GET /api/sponsor/benefits 200 in 191ms (next.js: 1750µs, application-code: 190ms)
 POST /api/sponsor/thresholds 200 in 204ms (next.js: 9ms, application-code: 196ms)
 POST /api/sponsor/packages 201 in 1497ms (next.js: 6ms, application-code: 1491ms)
 POST /api/sponsor/codes 201 in 384ms (next.js: 6ms, application-code: 378ms)
 GET /sponsor-portal 200 in 31ms (next.js: 3ms, application-code: 28ms)
 POST /api/sponsor/codes/validate 200 in 1509ms (next.js: 9ms, application-code: 1500ms)
 GET /api/sponsor/packages 200 in 571ms (next.js: 6ms, application-code: 565ms)
 GET /api/sponsor/benefits 200 in 1309ms (next.js: 1751µs, application-code: 1307ms)
 GET /login 200 in 28ms (next.js: 3ms, application-code: 26ms)
 POST /api/auth/login 200 in 255ms (next.js: 7ms, application-code: 249ms)
 GET /dashboard 200 in 16ms (next.js: 3ms, application-code: 13ms)
 GET /api/events 200 in 47ms (next.js: 1946µs, application-code: 45ms)
 GET /dashboard/sponsor 200 in 38ms (next.js: 3ms, application-code: 36ms)
 GET /api/sponsor/deals 200 in 380ms (next.js: 2ms, application-code: 378ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 197ms (next.js: 6ms, application-code: 191ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 204ms (next.js: 10ms, application-code: 194ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 192ms (next.js: 1541µs, application-code: 190ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 193ms (next.js: 1578µs, application-code: 191ms)
 GET /api/sponsor/benefits 200 in 1548ms (next.js: 1373µs, application-code: 1546ms)
 GET /api/sponsor/packages 200 in 1663ms (next.js: 6ms, application-code: 1657ms)
 GET /api/sponsor/thresholds 200 in 2.0s (next.js: 1610µs, application-code: 2.0s)
 GET /api/sponsor/packages 200 in 560ms (next.js: 6ms, application-code: 554ms)
 GET /api/sponsor/thresholds 200 in 195ms (next.js: 1722µs, application-code: 193ms)
 GET /sponsor-dashboard 200 in 212ms (next.js: 181ms, application-code: 32ms)
 POST /api/sponsor/accounts/verify 200 in 257ms (next.js: 6ms, application-code: 251ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 196ms (next.js: 2ms, application-code: 194ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 194ms (next.js: 1885µs, application-code: 193ms)
 GET /login 200 in 27ms (next.js: 3ms, application-code: 24ms)
 POST /api/auth/login 200 in 2.7s (next.js: 6ms, application-code: 2.7s)
 GET /dashboard 200 in 18ms (next.js: 3ms, application-code: 15ms)
 GET /dashboard/sponsor 200 in 43ms (next.js: 3ms, application-code: 40ms)
 GET /api/events 200 in 55ms (next.js: 6ms, application-code: 49ms)
 GET /api/sponsor/thresholds 200 in 1313ms (next.js: 6ms, application-code: 1307ms)
 GET /api/sponsor/benefits 200 in 1315ms (next.js: 1691µs, application-code: 1314ms)
 GET /api/sponsor/deals 200 in 1517ms (next.js: 3ms, application-code: 1514ms)
 GET /api/sponsor/thresholds 200 in 197ms (next.js: 5ms, application-code: 191ms)
 GET /api/sponsor/packages 200 in 1709ms (next.js: 6ms, application-code: 1703ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 192ms (next.js: 1958µs, application-code: 190ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 199ms (next.js: 6ms, application-code: 193ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 192ms (next.js: 1557µs, application-code: 191ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 191ms (next.js: 1722µs, application-code: 190ms)
 GET /api/sponsor/packages 200 in 574ms (next.js: 1694µs, application-code: 572ms)
 POST /api/sponsor/benefits 201 in 201ms (next.js: 6ms, application-code: 195ms)
 GET /api/sponsor/benefits 200 in 194ms (next.js: 1620µs, application-code: 193ms)
 POST /api/sponsor/benefits 201 in 202ms (next.js: 6ms, application-code: 196ms)
 GET /api/sponsor/benefits 200 in 194ms (next.js: 1469µs, application-code: 193ms)
 POST /api/sponsor/benefits 201 in 201ms (next.js: 6ms, application-code: 195ms)
 GET /api/sponsor/benefits 200 in 194ms (next.js: 1501µs, application-code: 192ms)
 POST /api/sponsor/thresholds 200 in 202ms (next.js: 6ms, application-code: 196ms)
 POST /api/sponsor/packages 201 in 1512ms (next.js: 5ms, application-code: 1507ms)
 POST /api/sponsor/codes 201 in 388ms (next.js: 6ms, application-code: 382ms)
 GET /sponsor-portal 200 in 30ms (next.js: 3ms, application-code: 27ms)
 POST /api/sponsor/codes/validate 200 in 388ms (next.js: 6ms, application-code: 382ms)
 GET /api/sponsor/benefits 200 in 199ms (next.js: 6ms, application-code: 193ms)
 GET /api/sponsor/packages 200 in 572ms (next.js: 2ms, application-code: 569ms)
 POST /api/sponsor/deals 201 in 203ms (next.js: 7ms, application-code: 196ms)
 GET /login 200 in 28ms (next.js: 3ms, application-code: 26ms)
 POST /api/auth/login 200 in 251ms (next.js: 1740µs, application-code: 249ms)
 GET /dashboard 200 in 16ms (next.js: 3ms, application-code: 13ms)
 GET /api/events 200 in 57ms (next.js: 6ms, application-code: 51ms)
 GET /dashboard/sponsor 200 in 48ms (next.js: 3ms, application-code: 44ms)
 GET /api/sponsor/deals 200 in 387ms (next.js: 3ms, application-code: 384ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 197ms (next.js: 2ms, application-code: 194ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 197ms (next.js: 6ms, application-code: 192ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 199ms (next.js: 6ms, application-code: 194ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 200ms (next.js: 10ms, application-code: 191ms)
 GET /api/sponsor/benefits 200 in 1308ms (next.js: 1479µs, application-code: 1307ms)
 GET /api/sponsor/packages 200 in 1681ms (next.js: 7ms, application-code: 1674ms)
 GET /api/sponsor/packages 200 in 566ms (next.js: 6ms, application-code: 560ms)
 GET /api/sponsor/thresholds 200 in 2.7s (next.js: 2ms, application-code: 2.7s)
 GET /api/sponsor/thresholds 200 in 197ms (next.js: 5ms, application-code: 192ms)
 PATCH /api/sponsor/deals/a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 203ms (next.js: 7ms, application-code: 196ms)
 POST /api/sponsor/accounts 201 in 872ms (next.js: 2ms, application-code: 870ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 198ms (next.js: 5ms, application-code: 193ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 194ms (next.js: 1917µs, application-code: 192ms)
 GET /sponsor-dashboard 200 in 25ms (next.js: 3ms, application-code: 22ms)
 POST /api/sponsor/accounts/verify 401 in 199ms (next.js: 6ms, application-code: 193ms)
 GET /login 200 in 26ms (next.js: 3ms, application-code: 23ms)
 POST /api/auth/login 200 in 1665ms (next.js: 5ms, application-code: 1659ms)
 GET /dashboard 200 in 15ms (next.js: 3ms, application-code: 12ms)
 GET /api/events 200 in 49ms (next.js: 5ms, application-code: 44ms)
 GET /dashboard/sponsor 200 in 45ms (next.js: 3ms, application-code: 43ms)
 GET /api/sponsor/thresholds 200 in 1502ms (next.js: 1839µs, application-code: 1500ms)
 GET /api/sponsor/benefits 200 in 1508ms (next.js: 1311µs, application-code: 1507ms)
 GET /api/sponsor/deals 200 in 1732ms (next.js: 2ms, application-code: 1730ms)
 GET /api/sponsor/thresholds 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/packages 200 in 1934ms (next.js: 7ms, application-code: 1927ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 221ms (next.js: 1973µs, application-code: 219ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 222ms (next.js: 1856µs, application-code: 220ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 218ms (next.js: 1903µs, application-code: 217ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 220ms (next.js: 1720µs, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 219ms (next.js: 1530µs, application-code: 218ms)
 GET /api/sponsor/packages 200 in 640ms (next.js: 1651µs, application-code: 639ms)
 POST /api/sponsor/benefits 201 in 224ms (next.js: 5ms, application-code: 218ms)
 GET /api/sponsor/benefits 200 in 218ms (next.js: 1537µs, application-code: 216ms)
 POST /api/sponsor/benefits 201 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/benefits 200 in 220ms (next.js: 1561µs, application-code: 218ms)
 POST /api/sponsor/benefits 201 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/benefits 200 in 218ms (next.js: 1451µs, application-code: 217ms)
 POST /api/sponsor/thresholds 200 in 226ms (next.js: 5ms, application-code: 220ms)
 POST /api/sponsor/packages 201 in 1719ms (next.js: 6ms, application-code: 1713ms)
 POST /api/sponsor/codes 201 in 438ms (next.js: 6ms, application-code: 433ms)
 GET /sponsor-portal 200 in 31ms (next.js: 3ms, application-code: 28ms)
 POST /api/sponsor/codes/validate 200 in 439ms (next.js: 6ms, application-code: 433ms)
 GET /api/sponsor/benefits 200 in 225ms (next.js: 6ms, application-code: 219ms)
 GET /api/sponsor/packages 200 in 648ms (next.js: 1945µs, application-code: 646ms)
 POST /api/sponsor/deals 201 in 226ms (next.js: 5ms, application-code: 220ms)
 GET /login 200 in 24ms (next.js: 3ms, application-code: 21ms)
 POST /api/auth/login 200 in 277ms (next.js: 1899µs, application-code: 275ms)
 GET /dashboard 200 in 15ms (next.js: 3ms, application-code: 12ms)
 GET /api/events 200 in 50ms (next.js: 5ms, application-code: 45ms)
 GET /dashboard/sponsor 200 in 38ms (next.js: 3ms, application-code: 35ms)
 GET /api/sponsor/deals 200 in 441ms (next.js: 2ms, application-code: 439ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 225ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 232ms (next.js: 10ms, application-code: 222ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 220ms (next.js: 1651µs, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 221ms (next.js: 2ms, application-code: 219ms)
 GET /api/sponsor/thresholds 200 in 1503ms (next.js: 2ms, application-code: 1501ms)
 GET /api/sponsor/benefits 200 in 1510ms (next.js: 1421µs, application-code: 1509ms)
 GET /api/sponsor/thresholds 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/packages 200 in 1918ms (next.js: 2ms, application-code: 1916ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 1496ms (next.js: 1817µs, application-code: 1494ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 218ms (next.js: 1452µs, application-code: 216ms)
 GET /api/sponsor/packages 200 in 641ms (next.js: 1596µs, application-code: 640ms)
 PATCH /api/sponsor/deals/f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 224ms (next.js: 6ms, application-code: 219ms)
 POST /api/sponsor/accounts 500 in 499ms (next.js: 1676µs, application-code: 498ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 224ms (next.js: 7ms, application-code: 217ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 220ms (next.js: 1640µs, application-code: 219ms)
 GET /sponsor-dashboard 200 in 26ms (next.js: 3ms, application-code: 23ms)
 POST /api/sponsor/accounts/verify 401 in 281ms (next.js: 6ms, application-code: 276ms)
 GET /login 200 in 28ms (next.js: 3ms, application-code: 26ms)
 POST /api/auth/login 200 in 1576ms (next.js: 6ms, application-code: 1570ms)
 GET /dashboard 200 in 17ms (next.js: 4ms, application-code: 14ms)
 GET /api/events 200 in 65ms (next.js: 8ms, application-code: 58ms)
 GET /dashboard/sponsor 200 in 62ms (next.js: 5ms, application-code: 57ms)
 GET /api/sponsor/benefits 200 in 1520ms (next.js: 1947µs, application-code: 1518ms)
 GET /api/sponsor/thresholds 200 in 1529ms (next.js: 2ms, application-code: 1527ms)
 GET /api/sponsor/deals 200 in 1747ms (next.js: 3ms, application-code: 1744ms)
 GET /api/sponsor/thresholds 200 in 233ms (next.js: 6ms, application-code: 227ms)
 GET /api/sponsor/packages 200 in 1930ms (next.js: 7ms, application-code: 1922ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 222ms (next.js: 3ms, application-code: 219ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 229ms (next.js: 8ms, application-code: 221ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 226ms (next.js: 3ms, application-code: 222ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 225ms (next.js: 6ms, application-code: 219ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 220ms (next.js: 1750µs, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 219ms (next.js: 1480µs, application-code: 217ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 218ms (next.js: 1751µs, application-code: 216ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 222ms (next.js: 5ms, application-code: 217ms)
 GET /api/sponsor/packages 200 in 637ms (next.js: 1768µs, application-code: 635ms)
 POST /api/sponsor/benefits 201 in 233ms (next.js: 8ms, application-code: 226ms)
 GET /api/sponsor/benefits 200 in 217ms (next.js: 1675µs, application-code: 215ms)
 POST /api/sponsor/benefits 201 in 222ms (next.js: 6ms, application-code: 217ms)
 GET /api/sponsor/benefits 200 in 217ms (next.js: 1576µs, application-code: 216ms)
 POST /api/sponsor/benefits 201 in 222ms (next.js: 5ms, application-code: 217ms)
 GET /api/sponsor/benefits 200 in 217ms (next.js: 1711µs, application-code: 215ms)
 POST /api/sponsor/thresholds 200 in 237ms (next.js: 6ms, application-code: 230ms)
 POST /api/sponsor/packages 201 in 1729ms (next.js: 6ms, application-code: 1723ms)
 POST /api/sponsor/codes 201 in 444ms (next.js: 5ms, application-code: 439ms)
 GET /sponsor-portal 200 in 38ms (next.js: 3ms, application-code: 35ms)
 POST /api/sponsor/codes/validate 200 in 442ms (next.js: 6ms, application-code: 435ms)
 GET /api/sponsor/benefits 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/packages 200 in 646ms (next.js: 1883µs, application-code: 644ms)
 POST /api/sponsor/deals 201 in 226ms (next.js: 5ms, application-code: 221ms)
 GET /login 200 in 24ms (next.js: 3ms, application-code: 21ms)
 POST /api/auth/login 200 in 289ms (next.js: 2ms, application-code: 287ms)
 GET /dashboard 200 in 21ms (next.js: 4ms, application-code: 18ms)
 GET /api/events 200 in 56ms (next.js: 9ms, application-code: 48ms)
 GET /dashboard/sponsor 200 in 43ms (next.js: 3ms, application-code: 39ms)
 GET /api/sponsor/deals 200 in 439ms (next.js: 2ms, application-code: 437ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 232ms (next.js: 11ms, application-code: 220ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 219ms (next.js: 1662µs, application-code: 218ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 220ms (next.js: 1489µs, application-code: 219ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 218ms (next.js: 1759µs, application-code: 216ms)
 GET /api/sponsor/deliverables?dealId=46c46bfe-02f6-492d-afb6-e1f67ea8f91b 200 in 220ms (next.js: 1753µs, application-code: 218ms)
 GET /api/sponsor/benefits 200 in 1496ms (next.js: 1751µs, application-code: 1495ms)
 GET /api/sponsor/thresholds 200 in 1513ms (next.js: 3ms, application-code: 1510ms)
 GET /api/sponsor/thresholds 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /api/sponsor/packages 200 in 1960ms (next.js: 1953µs, application-code: 1958ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 1513ms (next.js: 1725µs, application-code: 1511ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 221ms (next.js: 1696µs, application-code: 219ms)
 GET /api/sponsor/packages 200 in 564ms (next.js: 1689µs, application-code: 562ms)
 PATCH /api/sponsor/deals/7de4ad9b-dbb8-4704-b7c1-a83e937009b8 200 in 200ms (next.js: 6ms, application-code: 194ms)
 POST /api/sponsor/accounts 500 in 443ms (next.js: 1494µs, application-code: 441ms)
 GET /api/sponsor/deliverables?dealId=7de4ad9b-dbb8-4704-b7c1-a83e937009b8 200 in 225ms (next.js: 5ms, application-code: 220ms)
 GET /api/sponsor/deliverables?dealId=7de4ad9b-dbb8-4704-b7c1-a83e937009b8 200 in 220ms (next.js: 1639µs, application-code: 219ms)
 GET /sponsor-dashboard 200 in 24ms (next.js: 3ms, application-code: 21ms)
 POST /api/sponsor/accounts/verify 401 in 283ms (next.js: 5ms, application-code: 277ms)
 GET /login 200 in 149ms (next.js: 52ms, application-code: 97ms)
 POST /api/auth/login 200 in 304ms (next.js: 28ms, application-code: 275ms)
 GET /dashboard 200 in 25ms (next.js: 11ms, application-code: 14ms)
 GET /api/events 200 in 200ms (next.js: 1993µs, application-code: 198ms)
 GET /api/events 200 in 14ms (next.js: 6ms, application-code: 8ms)
 GET /dashboard/sponsor 200 in 213ms (next.js: 81ms, application-code: 131ms)
 GET /api/sponsor/benefits 200 in 1300ms (next.js: 1679µs, application-code: 1299ms)
 GET /api/sponsor/thresholds 200 in 1308ms (next.js: 3ms, application-code: 1306ms)
 GET /api/sponsor/deals 200 in 1514ms (next.js: 3ms, application-code: 1511ms)
 GET /api/sponsor/thresholds 200 in 198ms (next.js: 5ms, application-code: 193ms)
 GET /api/sponsor/packages 200 in 1677ms (next.js: 2ms, application-code: 1675ms)
 GET /api/sponsor/deliverables?dealId=7de4ad9b-dbb8-4704-b7c1-a83e937009b8 200 in 197ms (next.js: 4ms, application-code: 193ms)
 GET /api/sponsor/deliverables?dealId=f8ac7984-61dd-496d-a4ec-e91ec10a2314 200 in 197ms (next.js: 3ms, application-code: 194ms)
 GET /api/sponsor/deliverables?dealId=a7cb4fcd-177d-4567-8d55-b053c3067a7f 200 in 197ms (next.js: 7ms, application-code: 190ms)
 GET /api/sponsor/deliverables?dealId=8729fe56-41e2-43ec-938e-134f249c730f 200 in 204ms (next.js: 7ms, application-code: 197ms)
